date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:28:49	69579/69579	---M--	200	added ('OK')	image/jpeg	etag:%22b2febb8ee7ec22a4b8ac7ca6677ffbb3%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/2.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/2.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:50	6737/6737	---M--	200	added ('OK')	image/jpeg	etag:%22a828f134362f9fabbf3e0ad9877e42b9%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/5.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/5.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:51	185006/185006	---M--	200	added ('OK')	image/jpeg	etag:%22d1fadb6d330e8e0964f78b17b581c189%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/3.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/3.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:52	13456/13456	---M--	200	added ('OK')	image/jpeg	etag:%22979bfb94fe90a6e57e5396bb0c4ef9f0%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/6.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/6.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:53	6177/6177	---M--	200	added ('OK')	image/jpeg	etag:%22e0c785974c88ed4df6c6259b2a4a2f02%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/7.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/7.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:54	8173/8173	---M--	200	added ('OK')	image/jpeg	etag:%2210d1b9674440463d94848881568a8d8d%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/8.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/8.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:58	150011/150011	---M--	200	added ('OK')	image/jpeg	etag:%22c82b1680a0752e1b42b13e4368b94ce0%22	https://s3.amazonaws.com/weblionmedia-spectr/img/224x150/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/224x150/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:28:59	80272/80272	---M--	200	added ('OK')	image/jpeg	etag:%227731dd6c02785636a00a65172df40d08%22	https://s3.amazonaws.com/weblionmedia-spectr/img/224x150/2.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/224x150/2.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:00	118997/118997	---M--	200	added ('OK')	image/jpeg	etag:%228cc2aad9ed3e3181858cddfeb154f387%22	https://s3.amazonaws.com/weblionmedia-spectr/img/224x150/3.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/224x150/3.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:01	87080/87080	---M--	200	added ('OK')	image/jpeg	etag:%229d37dc1f6a6b421158a13200afdf5316%22	https://s3.amazonaws.com/weblionmedia-spectr/img/sb-banner-img.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/sb-banner-img.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:02	21912/21912	---M--	200	added ('OK')	image/jpeg	etag:%225ae2cd850c0b5c56c32890a2b5bc8361%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/9.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/9.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:03	11704/11704	---M--	200	added ('OK')	image/jpeg	etag:%2276f06675d3cf9cf80d16c9aa0f78a547%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/10.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/10.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:04	14863/14863	---M--	200	added ('OK')	image/jpeg	etag:%22eb9d446640a3dc6f276e94453d0cbdc0%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/11.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/11.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:07	130711/130711	---M--	200	added ('OK')	image/jpeg	etag:%2292632355c5bfc81e4e97a77d8f3ab577%22	https://s3.amazonaws.com/weblionmedia-spectr/img/360x231/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/360x231/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:09	161177/161177	---M--	200	added ('OK')	image/jpeg	etag:%2230d9533801dc03022c38637a2326a413%22	https://s3.amazonaws.com/weblionmedia-spectr/img/360x231/2.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/360x231/2.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:11	239662/239662	---M--	200	added ('OK')	image/jpeg	etag:%227dabaeefb63a26633304af84a55ef8c6%22	https://s3.amazonaws.com/weblionmedia-spectr/img/360x231/3.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/360x231/3.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:11	63414/63414	---M--	200	added ('OK')	image/jpeg	etag:%2239562b4034f998fc8d6653a0011f148c%22	https://s3.amazonaws.com/weblionmedia-spectr/img/570x430/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/570x430/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:13	187203/187203	---M--	200	added ('OK')	image/jpeg	etag:%2285547c79dcddfb76f276a1751f9c932e%22	https://s3.amazonaws.com/weblionmedia-spectr/img/285x215/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/285x215/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:13	46509/46509	---M--	200	added ('OK')	image/jpeg	etag:%220e227e1f3da268b03556faaabfaf3831%22	https://s3.amazonaws.com/weblionmedia-spectr/img/285x215/2.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/285x215/2.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:16	161896/161896	---M--	200	added ('OK')	image/jpeg	etag:%22faa2f42f9a55790f43f92fd05a1b4528%22	https://s3.amazonaws.com/weblionmedia-spectr/img/285x215/3.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/285x215/3.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:16	54598/54598	---M--	200	added ('OK')	image/jpeg	etag:%22f297a8efada23d98868b370549bca197%22	https://s3.amazonaws.com/weblionmedia-spectr/img/285x215/4.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/285x215/4.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:17	5866/5866	---M--	200	added ('OK')	image/jpeg	etag:%22552452c4ad751a11482fde612a723e57%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x80/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x80/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:18	6118/6118	---M--	200	added ('OK')	image/jpeg	etag:%22b47c7d5823383e96aab103f3696b4a90%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x80/2.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x80/2.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:20	43840/43840	---M--	200	added ('OK')	image/jpeg	etag:%22551398912aa1ed8bc40f58802bcb98ea%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/4.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/4.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:22	155191/155191	---M--	200	added ('OK')	image/jpeg	etag:%226a60032fb29cff24547a3f82894fb49f%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/5.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/5.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:24	173740/173740	---M--	200	added ('OK')	image/jpeg	etag:%229aab72fafd4c77ad906adbdaab3ad720%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/6.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/6.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:24	31483/31483	---M--	200	added ('OK')	image/jpeg	etag:%22d27f39a124520e7add01d87c98ededa3%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/7.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/7.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:25	32363/32363	---M--	200	added ('OK')	image/jpeg	etag:%22f637be1e337f057dac6672d7dd732404%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/8.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/8.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:28	111115/111115	---M--	200	added ('OK')	image/jpeg	etag:%223a84c338ac470198f6828c338741e6fc%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/9.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/9.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:29	118937/118937	---M--	200	added ('OK')	image/jpeg	etag:%22a465dac9d8d8e2699e869a64dddfd00d%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/10.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/10.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:31	194038/194038	---M--	200	added ('OK')	image/jpeg	etag:%2203b0f1a265617439e69e40854117dea1%22	https://s3.amazonaws.com/weblionmedia-spectr/img/345x242/11.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/345x242/11.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:33	4257/4257	---M--	200	added ('OK')	image/jpeg	etag:%22fb2a0558bd67c87d8df9a8f104f2f0a5%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/12.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/12.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:34	8485/8485	---M--	200	added ('OK')	image/jpeg	etag:%221b088de9e6c2600544e8b5cc8a99b2bb%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/13.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/13.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:34	173118/173118	---M--	200	added ('OK')	image/jpeg	etag:%22b4fd4829f671bd283736d3357726b4b5%22	https://s3.amazonaws.com/weblionmedia-spectr/img/360x245/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/360x245/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:36	13654/13654	---M--	200	added ('OK')	image/jpeg	etag:%22d23d6212e2c2ddb0873c1a202272d09b%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/14.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/14.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:40	17189/17189	---M--	200	added ('OK')	image/jpeg	etag:%221474474ccf0311f7a18f4b0b3000d34c%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/15.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/15.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:42	15569/15569	---M--	200	added ('OK')	image/jpeg	etag:%22657a61f032334549b24f2e63469bc233%22	https://s3.amazonaws.com/weblionmedia-spectr/img/115x85/16.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/115x85/16.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:43	6466/6466	---M--	200	added ('OK')	image/jpeg	etag:%22b52d402e8ce88646d0d2cc795d97aa9f%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x68/1.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x68/1.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:45	8173/8173	---M--	200	added ('OK')	image/jpeg	etag:%2213f146e09641e093b12a59307c07b3bc%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x68/2.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x68/2.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:46	8602/8602	---M--	200	added ('OK')	image/jpeg	etag:%2204d97f0b4ed67a3f1530797b023e5367%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x68/3.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x68/3.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:48	9328/9328	---M--	200	added ('OK')	image/jpeg	etag:%223ae9f2de2df5353c3c6ea04ede2348bc%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x68/4.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x68/4.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:49	8312/8312	---M--	200	added ('OK')	image/jpeg	etag:%22afb4ee1f2b75c34a0fb5d1f7a71a891e%22	https://s3.amazonaws.com/weblionmedia-spectr/img/68x68/5.jpg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/s3.amazonaws.com/weblionmedia-spectr/img/68x68/5.jpg	(from http://spectr-html.weblionmedia.net/index.html)
12:29:52	18196/18196	---M-Z	200	added ('OK')	application/javascript	etag:%224714-530f649fe321e-gzip%22	http://spectr-html.weblionmedia.net/vendor/waypoints/lib/jquery.waypoints.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/waypoints/lib/jquery.waypoints.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:52	7697/7697	---M-Z	200	added ('OK')	application/javascript	etag:%221e11-530f64c45dffe-gzip%22	http://spectr-html.weblionmedia.net/vendor/superfish/dist/js/superfish.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/superfish/dist/js/superfish.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:54	29176/29176	---M-Z	200	added ('OK')	application/javascript	etag:%2271f8-530f647c6fefe-gzip%22	http://spectr-html.weblionmedia.net/vendor/imagesloaded/imagesloaded.pkgd.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/imagesloaded/imagesloaded.pkgd.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:54	93551/93551	---M-Z	200	added ('OK')	application/javascript	etag:%2216d6f-530f6470d24de-gzip%22	http://spectr-html.weblionmedia.net/js/jquery-ui.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/js/jquery-ui.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:54	48415/48415	---M-Z	200	added ('OK')	application/javascript	etag:%22bd1f-530f6496a8d3e-gzip%22	http://spectr-html.weblionmedia.net/vendor/magnific-popup/dist/jquery.magnific-popup.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/magnific-popup/dist/jquery.magnific-popup.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:56	268490/268490	---MCZ	200	added ('OK')	application/javascript	etag:%22418ca-530f648e05e3e-gzip%22	http://spectr-html.weblionmedia.net/vendor/jquery/dist/jquery.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/jquery/dist/jquery.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:56	54307/54307	---M-Z	200	added ('OK')	application/javascript	etag:%22d423-530f649c1c55e-gzip%22	http://spectr-html.weblionmedia.net/vendor/owl-carousel/owl-carousel/owl.carousel.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/owl-carousel/owl-carousel/owl.carousel.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:56	8090/8090	---M-Z	200	added ('OK')	application/javascript	etag:%221f9a-530f648783dfe-gzip%22	http://spectr-html.weblionmedia.net/vendor/sticky-kit/jquery.sticky-kit.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/sticky-kit/jquery.sticky-kit.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:56	82884/82884	---M-Z	200	added ('OK')	application/javascript	etag:%22143c4-530f649df8e5e-gzip%22	http://spectr-html.weblionmedia.net/vendor/slick-carousel/slick/slick.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/slick-carousel/slick/slick.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:57	31781/31781	---M-Z	200	added ('OK')	application/javascript	etag:%227c25-530f6470f18de-gzip%22	http://spectr-html.weblionmedia.net/js/main.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/js/main.js	(from http://spectr-html.weblionmedia.net/index.html)
12:29:58	167796/167796	---M-Z	200	added ('OK')	application/javascript	etag:%2228f74-530f64c758b1e-gzip%22	http://spectr-html.weblionmedia.net/vendor/Swiper/dist/js/swiper.jquery.js	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/Swiper/dist/js/swiper.jquery.js	(from http://spectr-html.weblionmedia.net/index.html)
12:30:00	64464/64464	---M--	200	added ('OK')	text/html	etag:%22fbd0-530f63d28db3e%22	http://spectr-html.weblionmedia.net/fonts/fontawesome-webfont.woff2?v=4.4.0	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontawesome-webfont93e3.html	(from http://spectr-html.weblionmedia.net/css/font-awesome.css)
12:30:02	138204/138204	---M--	200	added ('OK')	text/html	etag:%2221bdc-530f63d24a51e%22	http://spectr-html.weblionmedia.net/fonts/fontawesome-webfont.ttf?v=4.4.0	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontawesome-webfont93e3-2.html	(from http://spectr-html.weblionmedia.net/css/font-awesome.css)
12:30:09	356620/356620	---M--	200	added ('OK')	image/svg+xml	etag:%225710c-530f63d1e9a3e%22	http://spectr-html.weblionmedia.net/fonts/fontawesome-webfont.svg?v=4.4.0	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontawesome-webfont93e3.svg	(from http://spectr-html.weblionmedia.net/css/font-awesome.css)
12:30:13	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210d0b-530f63d0ac41e%22	http://spectr-html.weblionmedia.net/fonts/fontawesome-webfont.eot?v=4.4.0	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontawesome-webfont93e3.eot	(from http://spectr-html.weblionmedia.net/css/font-awesome.css)
12:30:13	15572/15572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223cd4-530f63d34451e%22	http://spectr-html.weblionmedia.net/fonts/linecons.eot	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/linecons.eot	(from http://spectr-html.weblionmedia.net/css/linecons.css)
12:30:13	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210d0b-530f63d0ac41e%22	http://spectr-html.weblionmedia.net/fonts/fontawesome-webfont.eot?	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontawesome-webfontd41d.eot	(from http://spectr-html.weblionmedia.net/css/font-awesome.css)
12:30:14	81284/81284	---M--	200	added ('OK')	application/x-font-woff	etag:%2213d84-530f63d27355e%22	http://spectr-html.weblionmedia.net/fonts/fontawesome-webfont.woff?v=4.4.0	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontawesome-webfont93e3.woff	(from http://spectr-html.weblionmedia.net/css/font-awesome.css)
12:30:15	22644/22644	---M--	200	added ('OK')	text/html	etag:%225874-530f63d2f91fe%22	http://spectr-html.weblionmedia.net/fonts/fontello.ttf?18056628	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontellodfbc.html	(from http://spectr-html.weblionmedia.net/css/fontello.css)
12:30:16	28686/28686	---M--	200	added ('OK')	image/svg+xml	etag:%22700e-530f63d2fff5e%22	http://spectr-html.weblionmedia.net/fonts/fontello.svg?18056628	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontellodfbc.svg	(from http://spectr-html.weblionmedia.net/css/fontello.css)
12:30:17	116/116	---M--	200	added ('OK')	image/png	etag:%2274-530f649b745de%22	http://spectr-html.weblionmedia.net/vendor/owl-carousel/owl-carousel/grabbing.png	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/vendor/owl-carousel/owl-carousel/grabbing.png	(from http://spectr-html.weblionmedia.net/vendor/owl-carousel/owl-carousel/owl.carousel.css)
12:30:17	11124/11124	---M--	200	added ('OK')	application/x-font-woff	etag:%222b74-530f63d336a5e%22	http://spectr-html.weblionmedia.net/fonts/fontello.woff?18056628	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontellodfbc.woff	(from http://spectr-html.weblionmedia.net/css/fontello.css)
12:30:17	22812/22812	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22591c-530f63d2c369e%22	http://spectr-html.weblionmedia.net/fonts/fontello.eot?18056628	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/fontellodfbc.eot	(from http://spectr-html.weblionmedia.net/css/fontello.css)
12:30:17	15318/15318	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223bd6-530f63d4636de%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.eot	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.eot	(from http://spectr-html.weblionmedia.net/css/main.css)
12:30:17	13596/13596	---M--	200	added ('OK')	text/html	etag:%22351c-530f63d4facbe%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.woff2	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.html	(from http://spectr-html.weblionmedia.net/css/main.css)
12:30:19	35452/35452	---M--	200	added ('OK')	text/html	etag:%228a7c-530f63d4b769e%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.ttf	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-301.html	(from http://spectr-html.weblionmedia.net/css/main.css)
12:30:20	39896/39896	---M--	200	added ('OK')	image/svg+xml	etag:%229bd8-530f63d47fbfe%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.svg	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.svg	(from http://spectr-html.weblionmedia.net/css/main.css)
12:30:21	15318/15318	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223bd6-530f63d4636de%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.eot?	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300d41d.eot	(from http://spectr-html.weblionmedia.net/css/main.css)
12:30:21	13576/13576	---M--	200	added ('OK')	text/html	etag:%223508-530f63d7c2b5e%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-regular.woff2	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-regular.html	(from http://spectr-html.weblionmedia.net/css/main.css)
12:30:22	17504/17504	---M--	200	added ('OK')	application/x-font-woff	etag:%224460-530f63d4c803e%22	http://spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.woff	C:/Users/user/Documents/primauidesign.github.io/portfolio/magazine/SPECTR/spectr-html.weblionmedia.net/fonts/poppins/poppins-v1-latin-300.woff	(from http://spectr-html.weblionmedia.net/css/main.css)
